landmark_id,x,y
883,4.4629464,7.8799953
884,12.18303,7.870054
885,1.9485916,19.619366
886,7.749854,18.976572
887,9.727998,15.535612
888,20.253092,-0.07782899
889,0.9677923,11.724898
890,18.803415,12.111937
891,6.1984363,8.557176
892,0.6339409,13.168967
893,1.4200977,3.169205
894,2.813792,4.571617
895,5.0306773,6.918143
896,20.123451,14.616569
897,5.168841,7.81211
898,0.00082261435,5.2095447
899,4.286491,7.849742
900,15.503199,1.5820875
901,12.535021,5.21118
902,15.814501,20.644182
903,12.052405,12.494496
904,0.62441176,11.87112
905,14.139809,2.2616305
906,11.365448,17.48909
907,11.756628,5.6211224
908,4.0087233,12.694916
909,-0.18545093,11.764787
910,10.875664,7.337914
911,13.078879,11.373608
912,3.8422687,8.164426
913,4.74706,2.9634678
914,12.422378,12.678437
915,8.479095,7.9554987
916,12.664243,6.4974227
917,11.810832,12.189119
918,4.9027667,8.487323
919,20.03543,-0.1732769
920,3.6828434,19.251575
921,19.36927,4.271021
922,4.802364,10.7695675
923,7.7788377,8.531956
924,11.756233,8.349387
925,12.027224,7.955935
926,2.307341,10.804134
927,12.2567425,12.367204
928,8.387068,20.367605
929,3.6111078,6.659017
930,11.425144,4.3917356
931,5.6083283,7.548044
932,11.511998,5.45868
933,4.956479,11.749226
934,7.417024,7.752644
935,7.927558,17.13614
936,-1.389404,-0.7234962
937,13.507014,4.47458
938,20.186531,19.370056
939,17.538363,0.268587
940,13.180992,11.811334
941,3.1869004,8.647452
942,6.5268097,7.485737
943,12.220262,11.629478
944,19.397972,11.970424
945,19.88225,12.427198
946,11.532551,12.73483
947,3.423295,12.048642
948,11.49004,5.72413
949,15.717375,3.5382822
950,7.343551,7.2844644
951,5.2354107,8.786436
952,12.376274,4.187823
953,13.600572,11.26632
954,19.694906,15.692577
955,11.634041,11.643497
956,10.121356,16.384089
957,12.039642,6.122898
958,2.8606102,10.897981
959,15.782488,19.595642
960,12.353867,5.177984
961,11.54448,16.116331
962,14.431125,4.8570385
963,0.5513625,12.103998
964,1.5389767,4.818389
965,20.338285,-0.33583325
966,0.28027502,18.045
967,3.8694744,7.901289
968,9.224853,16.55079
969,9.915438,9.133952
970,4.2281866,-0.0110023795
971,11.544815,14.722225
972,15.667003,0.9914099
973,4.228594,11.782714
974,20.069801,4.1505694
975,11.906255,3.7101552
976,15.333781,4.291532
977,12.235576,6.3573666
978,11.71817,5.0713735
979,7.5209007,18.50735
980,3.7428215,7.834069
981,2.3520458,4.873044
982,3.0128477,19.075514
983,13.396232,3.4983077
984,5.0587177,3.7464318
985,7.6064186,7.0621924
986,5.474549,8.218234
987,9.63765,15.178503
988,11.7174,6.539622
989,3.637298,6.0499387
990,-0.1458767,1.1608065
991,12.684047,10.375433
992,-0.056029875,19.859402
993,19.418728,16.600714
994,20.091942,4.1182995
995,19.047258,12.139542
996,12.162348,7.5637555
997,-0.072528444,0.1765932
998,11.411806,8.4478
999,4.714511,6.7993226
